
																																																																																						
KODE_PABRIK	KODE_GRPOBAT	KODE_JENISOBAT	KODE_IPAOBAT	KODE_GENOBAT	KODE_ASKESOBAT	KODE_KONOBAT	KODE_OBAT	NAMA_OBAT	KEMASAN_OBAT	SATUAN_OBAT	ISI_OBAT	DOSIS_OBAT	HNAREG_OBAT	HNAPPNREG_OBAT	HNAGENPPN_OBAT	HNAOTCPPN_OBAT	HJAPPN_OBAT	HNAASKES_OBAT	HNAPPNASKES_OBAT	HKSPPN_OBAT	TGLAKTBELI_OBAT	KODE_KREDITUR	TGLAKTJUAL_OBAT	KODE_KLTLOBAT	QTYAWAL_OBAT	QTYBELI_OBAT	QTYDROPING_OBAT	QTYJUAL_OBAT	QTYAWALK_OBAT	QTYBELIK_OBAT	QTYDROPK_OBAT	QTYJUALK_OBAT	STOCKMINIM_OBAT	STOCKBESAR_OBAT	STOCKRACIK_OBAT	STOCKDPHO_OBAT	STOCKKON_OBAT	TGLBARU_OBAT	TGLEXPIRE_OBAT	QTYAKHIR_OBAT	QTYAKHIRK_OBAT	KODE_PBF	BISNIS_BARANG	KOBAT_ASKES	KODE_OPNAME	HJDS_OPNAME	HPP_OPNAME	TGL_EDIT	PEMAKAI	KODE_OUTLET	DISC1	DISC2	HARGA	BARCODE	MIN_QTY	FAKTOR1	FAKTOR2	FAKTOR3	FAKTOR4	DISC	DISCH	DISCU	DISCA	TANGGAL1	TANGGAL2	HJAR	HJAH	HJAU	HJAA	LOKASI	CAT	SUBCAT	CLAS	SUBCLAS	WKT_TRANSFER	TEMP_STOCK	VALID	KODEDEBITUR	BYR_VOUCHER	STD_OBAT	AKTIF_OBAT	TGL1	TGL2	DISC_RP	DISC_SEN	
190	2	13	33	12	0	0	2181213233001	BETADINE SABUN CAIR 100ML	FLSFLS1	FLS	1	1.00	24500.00	26950.00	0.00	0.00	0.00	24000.00	26400.00	1.00	04/03/2014	ASPBFD0055	07/15/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			24000.00	24000.00	03/10/2011	2181213233001	2140100002	5.00	0.00	26400.00	8992843992111	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	BODY CARE	PERSONAL & BEAU	Beauty Care	Soap & Bodywash	Medicated Soap		0.00	Y		0	3	-	-	-	0.00	0.00	
214	2	12	20	12	0	0	2141212220002	RIVANOL  0.1% 100ML MOLEX	BTLBTL1	BTL	1	1.00	2200.00	2420.00	0.00	0.00	0.00	1818.00	2000.00	1.00	02/14/2015	ASPBFM0029	09/07/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA		1760.00	1760.00	06/03/2013	2141212220002	2140100002	20.00	0.00	1761.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	SEX HV						0.00	Y		0		-	-	-	0.00	0.00	
214	2	12	20	12	0	0	2141212220003	RIVANOL 0.1 % 200ML MOLEX	BTLBTL1	BTL	1	1.00	5500.00	6050.00	0.00	0.00	0.00	5500.00	6050.00	1.00	07/04/2013	ASPBFD0016	03/13/2013	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA		5500.00	5500.00	01/28/2013	2141212220003	2140100002	7.50	0.00	3630.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	SEX HV						0.00	Y		0		-	-	-	0.00	0.00	
166	2	12	35	12	0	0	1661212235005	KONIDIN SYR 60ML	BTLBTL1	BTL	1	1.00	8000.00	8800.00	0.00	0.00	0.00	7560.00	8316.00	0.00	03/11/2014	ASPBFM0015	10/14/2015	1	3.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+2.00000000000000E+000	0.00		1	BMJAYA		7560.00	7560.00	04/12/2012	1661212235005	2140100002	3.00	0.00	8316.00	8998667300453	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	06/15/2015	07/31/2015	0.00	0.00	0.00	0.00	HV SYR	HEALTH	Medicine Cabinet	Cough & Cold	Antitussive		0.00	Y		0	3	-	-	-	0.00	0.00	
292	2	14	03	14	0	0	2921414203011	THIAMPHENICOL 500MG GSB@100	DUSCAP100	CAP	100	1.00	604.80	665.28	0.00	0.00	0.00	604.80	665.28	1.00	12/03/2014	ASPBFB0014	09/11/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA2		605.00	605.00	01/25/2013	2921414203011	2140100002	0.00	0.00	409.44		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	GENERIK	PRESCRIPTION	Drugs	Generic Product	Other Principal		0.00	Y		0	3	-	-	-	0.00	0.00	
166	2	13	40	12	0	0	1661213240001	KONVERMEX 250MG/5ML SUSP 10ML	BTLBTL1	BTL	1	1.00	10640.00	11704.00	0.00	0.00	0.00	9670.00	10637.00	1.00	04/30/2014	ASPBFM0015	10/22/2013	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	K-0296	1			9380.00	9380.00	05/02/2013	1661213240001		3.00	10.00	8965.00	8998667300019	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	06/15/2015	07/31/2015	0.00	0.00	0.00	0.00		HEALTH	Medicine Cabinet	Stomach	Ascariasis		0.00	Y		0	3	-	-	-	0.00	0.00	
281	2	12	12	12	0	0	2811212212003	ROHTO COOL TM 10ML	BTLBH1	BH	1	1.00	11700.00	12870.00	0.00	0.00	0.00	10800.00	11880.00	0.00	01/23/2015	ASPBFS0874	10/22/2015	1	11.00	0.00	-27.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+2.20000000000000E+001	0.00		1	BMJAYA		10530.00	10530.00	11/01/2013	2811212212003	2140100002	10.00	0.00	10780.00	8992821100118	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	14500.00	0.00	0.00	KRIM HV	HEALTH	Medicine Cabinet	Ear, Eye & Nose	Eye Drops, Washes		0.00	Y		0	3	-	-	-	0.00	0.00	
318	2	12	35	12	0	0	3181212235012	DIAPET SYR 60ML	BTLBTL1	BTL	1	1.00	10000.00	11000.00	0.00	0.00	7950.00	6710.00	7381.00	1.00	04/30/2014	AS00000163	09/22/2015	1	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			9700.00	9700.00	07/16/2013	3181212235012		3.00	0.00	5000.00	8998777102015	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	HV CERNA	HEALTH	Medicine Cabinet	Stomach	Diarrhea		0.00	Y		0	3	-	-	-	0.00	0.00	
016	2	13	35	12	0	0	0591213235001	FLUDANE PLUS SYR 60ML	BTLBTL1	BTL	1	1.00	17500.00	19250.00	0.00	0.00	0.00	16500.00	18150.00	1.00	04/22/2014	ASPBFC0010	08/02/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA		12250.00	12250.00	08/09/2011	0591213235001	2140100002	20.00	0.00	14850.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	21000.00	0.00	0.00	HV SYR JR	HEALTH	Medicine Cabinet	Cough & Cold	Dekongestan & Influenza		0.00	Y		0	3	-	-	-	0.00	0.00	
318	2	12	03	12	0	0	3181212203007	LELAP KPL@100	DUSKPL100	KPL	100	1.00	1800.00	1980.00	0.00	0.00	1450.00	1612.00	1773.00	0.00	04/30/2014	AS00000163	10/21/2015	1	80.00	0.00	0.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+6.40000000000000E+001	0.00		1			1563.00	1563.00	11/08/2013	3181212203007		0.00	0.00	0.00	8998777102077	4.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	11/01/2014	11/30/2014	0.00	0.00	0.00	0.00	HV TAB	HEALTH	Traditional Medicine	Traditional Medicine	Fito Farmaka, Herbal, Natural		0.00	Y		-	3	-	-	-	0.00	0.00	
381	2	12	35	12	0	0	3521212235023	OBAT BATUK IBU & ANAK 150ML	BTLBTL1	BTL	1	1.00	29636.00	32600.00	0.00	0.00	0.00	27655.00	30420.00	0.00	01/14/2015	ASPBFC0010	10/02/2015	1	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA		29636.00	29636.00	11/14/2013	3521212235023	2140100002	0.00	0.00	27685.00	0081364361693	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	35000.00	0.00	0.00	HV SYR	HEALTH	Medicine Cabinet	Cough & Cold	Mucolytics & Expectorants		0.00	Y		0	3	-	-	-	0.00	0.00	
398	2	12	30	12	0	0	3981212230002	ANMUM MATERNA 200GR COKLAT	DUSDUS1	DUS	1	1.00	36364.00	40000.00	0.00	0.00	0.00	32727.00	36000.00	0.00	12/24/2014	ASPBFM0029	10/10/2015	1	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA		36364.00	36364.00	03/07/2014	3981212230002		1.00	0.00	0.00	9415007013297	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	MILK&FOOD	HEALTH	Milk & Nutrition	Adult Milk	Maternity Milk		0.00	Y		0	3	-	-	-	0.00	0.00	
695	2	50	51	12	0	0	3521250251002	FIESTA BANANA KONDOM@3	DUSDUS1	DUS	1	1.00	7351.00	8086.00	0.00	0.00	0.00	7351.00	8086.00	0.00	01/23/2015	ASPBFA0009	10/05/2015	1	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+1.00000000000000E+000	0.00		1			7351.00	7351.00	04/07/2012	3521250251002		4.00	0.00	2983.00	9556564802907	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	SEX HV	PERSONAL & BEAU	Personal Care	Sexual Health	Condoms		0.00	Y		0	3	-	-	-	0.00	0.00	
695	2	50	51	12	0	0	3521250251003	FIESTA DURIAN KONDOM@3	DUSDUS1	DUS	1	1.00	7351.00	8086.00	0.00	0.00	0.00	7351.00	8086.00	1.00	04/22/2014	ASPBFA0009	12/04/2014	1	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			7351.00	7351.00	04/03/2012	3521250251003		4.00	0.00	2983.00	9556564481249	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	SEX HV	PERSONAL & BEAU	Personal Care	Sexual Health	Condoms		0.00	Y		0	3	-	-	-	0.00	0.00	
547	2	40	51	16	0	0	3521640251566	SARUNG TANGAN SENSI (L)	DUSDUS1	DUS	1	1.00	38000.00	41800.00	0.00	0.00	0.00	38000.00	41800.00	1.00	12/29/2014	ASPBF00123	10/14/2015	1	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			38000.00	38000.00	04/09/2013	3521640251566	2140100002	0.00	0.00	36400.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	50000.00	50000.00	50000.00	50000.00	ALKES	HEALTH	Medical Equipment	First Aid	Gloves		0.00	Y		0	3	-	-	-	0.00	0.00	
305	2	14	41	11	0	0	3051114241014	EZETROL 10MG TAB@30	DUSTAB30	TAB	30	1.00	13783.33	15161.66	0.00	1.00	0.00	13783.33	15161.66	1.00	03/27/2014	ASPBFA0013	02/19/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA		13783.33	13783.33	02/17/2009	3051114241014	2140100002	0.00	0.00	15161.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	BMJAYA	PRESCRIPTION	Drugs	Cardiovascular & Hematopoietic	Dyslipidemic Agents		0.00	Y		0	3	-	-	-	0.00	0.00	
074	2	001	0603	14	0	0	0741406032013	ACARBOSE 100MG TAB@100 BPJS	DUSTAB100	TAB	100	50.00	900.00	990.00	0.00	1.00	0.00	900.00	990.00	1.00	01/28/2015		01/28/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			0.00	0.00	04/13/2015	0741406032013		0.00	0.00	0.00		10.00	1.30	1.25	1.15	1.00	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PRESCRIPTION	Drugs	Askes Product & Instansi	Instansi Product	-	0.00	Y		0	3	-	-	-	0.00	0.00	
695	2	50	51	12	0	0	3521250251004	FIESTA MINT KONDOM@3	DUSDUS1	DUS	1	1.00	7351.00	8086.00	0.00	0.00	0.00	7351.00	8086.00	1.00	04/10/2014	ASPBFA0009	07/19/2015	1	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			7057.00	7057.00	04/08/2012	3521250251004		4.00	0.00	2983.00	9556564802808	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	SEX HV	PERSONAL & BEAU	Personal Care	Sexual Health	Condoms		0.00	Y		0	3	-	-	-	0.00	0.00	
396	2	40	51	16	0	0	3521640251588	SARUNG TANGAN STERIL 7.5 GAMEX	BHBH1	BH	1	1.00	14500.00	15950.00	0.00	0.00	0.00	13500.00	14850.00	1.00	04/17/2014	ASPBFC0019	06/05/2013	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			13050.00	13050.00	04/11/2014	3521640251588	2140100002	0.00	0.00	7150.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		HEALTH	Medical Equipment	First Aid	Gloves		0.00	Y		0	3	-	-	-	0.00	0.00	
166	2	618	1903	11	0	0	1661119032001	XIMEX KONIFLOX EYE DROP 5ML	FLSFLS1	FLS	1	1.00	20400.00	22440.00	0.00	1.00	0.00	0.00	0.00	1.00	08/16/2011		08/24/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			0.00	0.00	08/24/2015	1661119032001		0.00	0.00	0.00	8998667400795	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PRESCRIPTION	Drugs	Eye	Eye Anti-Infectives & Antiseptics	-	0.00	Y		-	3	-	-	-	0.00	0.00	
251	2	14	41	11	1	0	2511114241081	SPIROLACTON 100MG TAB@100 ASK	DUSTAB100	TAB	100	100.00	1497.00	1647.00	0.00	1.00	0.00	2863.00	3149.00	1.00	01/24/2009		01/10/2012	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			2863.00	2863.00	06/09/2015	2511114241081		14.68	0.00	0.00		1.00	1.30	1.25	1.15	1.00	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PRESCRIPTION	Drugs	Askes Product	Askes Product	-	0.00	Y		-	3	-	-	-	0.00	0.00	
436	2	30	20	12	0	0	3521212236037	RESIK-V S SIRIH KENANGA  90ML	FLFL1	FL	1	1.00	6364.00	7000.00	0.00	0.00	0.00	0.00	0.00	1.00	02/28/2014		02/28/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			0.00	0.00	11/06/2013	3521212236037		0.00	0.00	0.00	8993417162121	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PERSONAL & BEAU	Personal Care	Feminine Care	Feminine Wash		0.00	Y		-	3	-	-	-	0.00	0.00	
352	2	22	03	12	0	0	3521222203077	LEGIRON  TAB@30	BOXTAB30	TAB	30	1.00	6000.00	6600.00	0.00	0.00	0.00	5833.00	6417.00	1.00	03/18/2014	ASPBFC0010	02/05/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA		5700.00	5700.00	02/04/2014	3521222203077	2140100002	20.00	0.00	5600.00	0128838710004	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	7517.00	0.00	0.00	BMJAYA	HEALTH	Traditional Medicine	Traditional Medicine	Fito Farmaka, Herbal, Natural		0.00	Y		0	3	-	-	-	0.00	0.00	
3312	2	0	2200	12	0	0	3311222002002	TOTAL 8+ ALKALINE WATER 1000ML	DUSBH6	BH	6	1.00	4848.48	5333.00	0.00	0.00	7000.00	3939.00	4333.00	0.00	11/27/2013	ASPBFT0074	10/13/2015	1	12.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+6.00000000000000E+000	0.00		1			6818.00	6818.00	12/10/2013	3311222002002		0.00	0.00	0.00	8990368990612	1.00	1.30	1.25	1.15	1.25	0.00	18.00	0.00	0.00	07/01/2014	07/31/2014	0.00	9000.00	0.00	0.00	MILK&FOOD	HOUSEHOLD	Household Items	Drinks	Drinking Water	-	0.00	Y		-	3	-	-	-	0.00	0.00	
106	2	12	35	12	0	0	1061212235001	OPTIMAX PLUS SYR 100ML	BTLBTL1	BTL	1	1.00	58000.00	63800.00	0.00	0.00	0.00	55000.00	60500.00	1.00	03/06/2014	ASPBFA0016	10/10/2013	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA		58000.00	58000.00	02/06/2014	1061212235001	2140100002	7.50	0.00	38500.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	BMJAYA	PRESCRIPTION	Drugs	Vitamins & Nutritions	Vitamins & Minerals	-	0.00	Y		0	3	-	-	-	0.00	0.00	
334	2	14	41	11	0	1	3341114241015	PROSOGAN FD TAB 15MG@28	DUSTAB28	TAB	28	15.00	12768.00	14045.00	0.00	1.00	0.00	11608.00	12769.00	1.00	01/30/2014	ASPBFU0004	01/18/2015	1	26.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			12768.00	12768.00	10/05/2010	3341114241015	2140100002	0.00	0.00	12769.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	PENCERNAAN	PRESCRIPTION	Drugs	Gastro Intestinal & Hepatobili	Antacids, Antireflux Agents & Antiulcerants		0.00	Y		0	3	-	-	-	0.00	0.00	
152	2	12	13	12	0	0	3591212213004	LISTERINE TARTAR CONTROL 250ML	FLSFLS1	FLS	1	1.00	16900.00	18590.00	0.00	0.00	0.00	16200.00	17820.00	1.00	03/18/2014	ASPBFD0018	03/10/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			15886.00	15886.00	03/18/2014	3591212213004		1.50	0.00	12525.00	8992725910455	1.00	1.30	1.25	1.15	1.25	3.00	3.00	3.00	0.00	07/17/2013	08/31/2013	0.00	0.00	0.00	0.00		PERSONAL & BEAU	Beauty Care	Oral Care	Oral Hygiene		0.00	Y		-	3	-	-	-	0.00	0.00	
334	2	14	41	11	0	0	3341114241016	PROSOGAN FD TAB 30MG@28	DUSTAB28	TAB	28	30.00	16541.00	18195.00	0.00	1.00	0.00	15037.00	16541.00	0.00	04/01/2014	ASPBFU0004	10/09/2015	1	5.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+3.00000000000000E+000	0.00		1			16541.00	16541.00	10/12/2010	3341114241016	2140100002	0.00	0.00	16541.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	PENCERNAAN	PRESCRIPTION	Drugs	Gastro Intestinal & Hepatobili	Antacids, Antireflux Agents & Antiulcerants		0.00	Y		0	3	-	-	-	0.00	0.00	
399	2	14	03	11	0	1	3991114203001	GLUCOVANCE 500/5MG TAB@100	DUSTAB100	TAB	100	1.00	3864.84	4251.32	0.00	1.00	0.00	3864.84	4251.32	0.00	12/02/2014	ASPBFA0016	10/22/2015	1	40.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	90.00	0.00	0.00	0.00	1.00	-	-	+2.00000000000000E+001	0.00		1	BMJAYA		3612.00	3612.00	01/25/2013	3991114203001	2140100002	2.00	0.00	3784.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	DIAB/LIPID	PRESCRIPTION	Drugs	Endocrine & Metabolic System	Antidiabetic Agents		0.00	Y		0	3	-	-	-	0.00	0.00	
198	2	14	03	11	0	0	3521114203020	GLUCOSAMIN MPL 500MG KPL@100	DUSKPL100	KPL	100	1.00	1675.00	1842.00	0.00	0.00	0.00	1450.00	1595.00	0.00	04/22/2014	ASPBFS0179	10/13/2015	1	90.00	0.00	0.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+6.00000000000000E+001	0.00		1			1256.00	1256.00	10/31/2013	3521114203020	2140100002	20.00	0.00	1485.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	MUSCLE	PRESCRIPTION	Drugs	Generic Product	Other Principal		0.00	Y		0	3	-	-	-	0.00	0.00	
304	2	18	41	11	0	0	3041114241016	YASMIN TAB@21	DUSSTR1	STR	1	1.00	161000.00	177100.00	0.00	1.00	0.00	156360.00	171996.00	0.00	02/14/2015	ASPBFD0018	09/26/2015	1	2.00	0.00	-2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	-	-	+4.00000000000000E+000	0.00		1	BMJAYA		151800.00	151800.00	04/15/2014	3041114241016	2140100002	5.00	0.00	124960.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	HORMONE	PRESCRIPTION	Drugs	Contraceptive Agents	Oral Contraceptives		0.00	Y		0	3	-	-	-	0.00	0.00	
818	2	12	04	12	0	0	3521212204037	MOMILEN NURSING CR 15GR	TUBTUB1	TUB	1	1.00	16818.00	18500.00	0.00	0.00	0.00	16000.00	17600.00	0.00	03/18/2014	ASPBFC0010	10/04/2015	1	2.00	0.00	-2.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	-	-	+2.00000000000000E+000	0.00		1			15977.00	15977.00	01/07/2014	3521212204037	2140100002	5.00	0.00	14575.00	8997010680020	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	BABY CARE	BABY PRODUCTS	Baby & Child Care	Bath, Skin & Hair Care	Lotion, Cream		0.00	Y		0	3	-	-	-	0.00	0.00	
158	2	14	41	11	0	0	1581114241025	NEVOX XR 500MG TAB@30	DUSTAB30	TAB	30	500.00	1733.00	1907.00	0.00	1.00	0.00	1600.00	1760.00	1.00	02/14/2015	ASPBFE0004	09/14/2015	1	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			1690.00	1690.00	08/27/2012	1581114241025	2140100002	2.50	0.00	1320.00	8992858659511	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	DIAB/LIPID	PRESCRIPTION	Drugs	Endocrine & Metabolic System	Antidiabetic Agents	-	0.00	Y		0	3	-	-	-	0.00	0.00	
399	2	14	41	11	0	0	3991114241005	GLUCOVANCE 250/1.25MG TAB@100	DUSTAB100	TAB	100	1.00	1984.04	2182.44	0.00	1.00	0.00	1984.04	2182.44	1.00	04/10/2014	ASPBFA0016	08/29/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA		1725.00	1725.00	01/25/2013	3991114241005	2140100002	2.00	0.00	1843.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	DIAB/LIPID	PRESCRIPTION	Drugs	Endocrine & Metabolic System	Antidiabetic Agents		0.00	Y		0	3	-	-	-	0.00	0.00	
318	2	12	35	12	0	0	3181212235013	CURCUMA PLUS GROW 200ML ORANGE	BTLBTL1	BTL	1	1.00	19300.00	21230.00	0.00	0.00	0.00	0.00	0.00	1.00	05/02/2014		07/21/2015	1	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			17852.00	17852.00	11/19/2013	3181212235013		7.50	0.00	13000.00	8998777140062	1.00	1.30	1.25	1.15	1.25	8.00	8.00	8.00	8.00	06/15/2015	07/31/2015	0.00	0.00	0.00	0.00	HV VIT ANA	HEALTH	Vitamin & Supplement	Vitamin and Mineral	Appetite Stimulant, Growth & DHA		0.00	Y		0	3	-	-	-	0.00	0.00	
318	2	12	35	12	0	0	3181212235015	IMBOOST FORCE SYR 120ML	BTLBTL1	BTL	1	1.00	75000.00	82500.00	0.00	0.00	87100.00	65000.00	71500.00	0.00	04/29/2014	AS00000163	10/24/2015	1	3.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+1.00000000000000E+000	0.00		1	BMJAYA		65000.00	65000.00	01/22/2013	3181212235015		4.00	0.00	45000.00	1000000000550	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	HV VIT ANA	HEALTH	Vitamin & Supplement	Vitamin and Mineral	Immune system		0.00	Y		0	3	-	-	-	0.00	0.00	
